R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
74.08917249,130832.3229,-45.89391939,130832.3229,-165.8942,130932.6159,70.00971299,494.21389,-50.9588663,499.52408,-169.9622003,496.2281,74.10636122,130857.3961,0,0,0,0,69.70031578,496.59432,0,0,-116.7286916,3.6622,60,0,7.668466858,0.062125941,0,66.54693606,128867.3828,-53.41278282,128721.0078,-173.4494028,128956.6094,-117.0895368,501.2626648,122.2366307,504.8904419,3.040466393,500.9822998,66.56341731,128847.6016,0,0,0,0,-117.27081,502.378479,0,0,0,0,60,0,7.410725289,-3.081020136,0,66.5490479,128425.2889,-53.41112566,128400.2157,-173.4114063,128450.3622,-117.198517,498.42542,122.2176273,501.17207,2.967921379,497.69298,66.57769579,128425.2889,0,0,0,0,-117.3360269,498.97475,0,0,0,0,60,0,7.414116562,-3.078063726,0,74.15219785,130882.4694,-45.84808277,130280.7109,-165.8311746,130957.6892,69.94095805,492.5659,-50.70676487,495.67877,-169.9679299,491.83346,74.15792742,130706.9565,0,0,0,0,69.75761156,493.29834,0,0,0,0,60,0,7.646260157,0.071091744,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.88863726,130832.3229,-46.08872504,130807.2496,-166.0947352,130907.5427,69.56280591,497.69298,-51.21096773,501.35518,-170.414837,499.15786,73.90009642,130857.3961,0,0,0,0,69.31643405,499.34097,0,0,0,0,60,0,7.578280716,0.067855512,0,66.30523616,128836.3359,-53.64898784,128688.7422,-173.696601,128911.75,-117.4630798,504.369751,121.9949377,507.2250366,2.557067865,504.2553101,66.32171741,128813.9063,0,0,0,0,-117.6333701,505.279541,0,0,0,0,59.99900055,0,7.332211316,-3.078707786,0,66.30267605,128375.1424,-53.65749751,128350.0691,-173.6520485,128400.2157,-117.496455,500.80585,121.976985,503.36939,2.521014299,500.80585,66.33132394,128375.1424,0,0,0,0,-117.6626128,501.7214,0,0,0,0,60,0,7.353917705,-3.078527063,0,73.94020346,130882.4694,-46.05434757,130230.5644,-166.0374395,130932.6159,69.50551013,495.31255,-50.97032545,498.42542,-170.4434849,494.94633,73.9573922,130681.8832,0,0,0,0,69.36227068,496.2281,0,0,0,0,60,0,7.585810037,0.076286435,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.70529077,130807.2496,-46.28926027,130807.2496,-166.2723521,130907.5427,69.1216284,498.79164,-51.43442127,501.17207,-170.7356934,500.07341,73.71674992,130832.3229,0,0,0,0,68.98411853,499.8903,0,0,0,0,59.999,0,7.542731957,0.074231545,0,66.11847147,128829.5313,-53.82476958,128682.5156,-173.8778742,128908.6172,-117.8091519,504.650116,121.8466269,507.396698,2.194519076,505.4569092,66.14044419,128806.0234,0,0,0,0,-117.9245001,505.8403015,0,0,0,0,59.99900055,0,7.311616119,-3.075340974,0,66.11932956,128375.1424,-53.85803274,128350.0691,-173.835395,128400.2157,-117.8459593,501.7214,121.8165568,503.36939,2.108484686,501.53829,66.14797745,128375.1424,0,0,0,0,-117.97201,502.27073,0,0,0,0,60,0,7.308355305,-3.074290867,0,73.76258655,130857.3961,-46.23196449,130230.5644,-166.2265155,130932.6159,69.09871009,496.2281,-51.18231984,498.24231,-170.7700708,495.67877,73.76831612,130681.8832,0,0,0,0,69.05287347,496.77743,0,0,0,0,60,0,7.551795947,0.081917004,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.68237245,130832.3229,-46.31217858,130807.2496,-166.2895409,130907.5427,69.09298051,498.97475,-51.44588042,501.35518,-170.8159075,500.43963,73.69383161,130832.3229,0,0,0,0,68.94974107,500.25652,0,0,0,0,59.999,0,7.534282585,0.074041484,0,66.10748169,128833.3516,-53.85223378,128687.0234,-173.8943486,128920.125,-117.8750632,505.0849915,121.769719,507.2364807,2.139587493,505.5141602,66.11847147,128812.4375,0,0,0,0,-117.9849336,505.9432983,0,0,0,0,59.99900055,0,7.3006012,-3.07452334,0,66.10214082,128375.1424,-53.8694919,128350.0691,-173.8583134,128400.2157,-117.9662804,502.27073,121.7707202,503.36939,2.056918485,502.08762,66.13078871,128375.1424,0,0,0,0,-118.040765,502.63695,0,0,0,0,60,0,7.296909786,-3.072029515,0,73.74539781,130857.3961,-46.24915322,130230.5644,-166.2379747,130932.6159,69.09298051,496.2281,-51.19377899,498.60853,-170.8044483,495.49566,73.75112739,130681.8832,0,0,0,0,69.03568474,496.77743,0,0,0,0,60,0,7.552189392,0.08234323,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.65372456,130832.3229,-46.34082647,130807.2496,-166.3411071,130907.5427,69.05287347,498.97475,-51.52036494,501.35518,-170.9476878,500.43963,73.65945414,130857.3961,0,0,0,0,68.8637974,500.25652,0,0,0,0,60,0,7.525973077,0.073520247,0,66.06903456,128833.1563,-53.89068774,128689.6719,-173.9273111,128911.3594,-117.9080257,504.8789978,121.769719,507.1792603,2.068176371,505.8688965,66.08550897,128808.9609,0,0,0,0,-118.0233739,505.9776306,0,0,0,0,60,0,7.299525129,-3.075170598,0,66.06203378,128375.1424,-53.90959894,128350.0691,-173.8812317,128400.2157,-117.9834692,502.27073,121.7306132,503.36939,1.993893127,502.08762,66.09068167,128375.1424,0,0,0,0,-118.0866016,502.63695,0,0,0,0,59.999,0,7.293390574,-3.072858015,0,73.71674992,130857.3961,-46.29498985,130230.5644,-166.2780817,130932.6159,69.018496,496.59432,-51.22815646,498.24231,-170.9018511,495.86188,73.71674992,130681.8832,0,0,0,0,68.9669298,496.96054,0,0,0,0,60,0.01,7.532824582,0.082646558,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.41308229,130832.3229,-46.58146874,130782.1763,-166.5702902,130907.5427,68.66899175,500.25652,-51.73235932,500.80585,-171.4690793,501.35518,73.42454145,130832.3229,0,0,0,0,68.48564525,500.80585,0,0,0,0,60,0,7.45618375,0.076151841,0,65.83282613,128844.2734,-54.11041493,128693.4922,-174.1580213,128917.4375,-118.3145176,505.5084229,121.5445004,507.2192993,1.650695893,506.9332275,65.85479885,128817.0469,0,0,0,0,-118.3749374,506.555542,0,0,0,0,59.99900055,0,7.270801403,-3.071513181,0,65.83858024,128375.1424,-54.13305248,128350.0691,-174.1218739,128400.2157,-118.3902692,502.63695,121.50143,503.18628,1.552715625,503.00317,65.86722813,128375.1424,0,0,0,0,-118.447565,503.00317,0,0,0,0,60,0,7.266190011,-3.069270305,0,73.47610765,130882.4694,-46.51844339,130230.5644,-166.5072648,130932.6159,68.58877766,497.50987,-51.48025789,498.42542,-171.3372991,496.77743,73.4875668,130681.8832,0,0,0,0,68.59450723,497.50987,0,0,0,0,59.999,0,7.497626184,0.087175771,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.20681748,130832.3229,-46.78200397,130807.2496,-166.7822846,130907.5427,68.36532412,500.98896,-51.87559877,500.80585,-171.8071244,501.53829,73.21827664,130832.3229,0,0,0,0,68.22781424,501.17207,0,0,0,0,59.999,0,7.41950401,0.079813658,0,65.61859041,128836.5859,-54.31915575,128682.7656,-174.372257,128913.7578,-118.6166441,506.0177002,121.3247732,507.2021484,1.332092327,507.0819702,65.64606143,128809.1563,0,0,0,0,-118.6496066,506.7615356,0,0,0,0,60,0,7.248500941,-3.069019408,0,65.62658585,128375.1424,-54.34504687,128350.0691,-174.3338683,128400.2157,-118.7397735,503.18628,121.2951652,503.5525,1.254777571,503.18628,65.64950417,128375.1424,0,0,0,0,-118.7283143,503.36939,0,0,0,0,60,0,7.250216307,-3.064533979,0,73.26411326,130857.3961,-46.73043777,130255.6377,-166.7192592,130932.6159,68.30229876,497.50987,-51.6865227,498.60853,-171.6810737,497.87609,73.27557242,130681.8832,0,0,0,0,68.31375791,497.87609,0,0,0,0,60,0,7.48794529,0.087480858,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.20108791,130832.3229,-46.79346313,130782.1763,-166.7822846,130907.5427,68.38824243,500.80585,-51.92143539,500.62274,-171.8013949,501.53829,73.21827664,130832.3229,0,0,0,0,68.22781424,500.98896,0,0,0,0,60,0,7.426087365,0.078090798,0,65.61859041,128829.6797,-54.32464722,128684.625,-174.372257,128916.8438,-118.6331186,506.2808838,121.3302646,507.1849976,1.332092327,507.6026917,65.64606143,128809.6016,0,0,0,0,-118.6550981,507.0304871,0,0,0,0,60,0,7.242420725,-3.069213526,0,65.62085628,128375.1424,-54.34504687,128350.0691,-174.3395979,128400.2157,-118.7225847,503.18628,121.2837061,503.36939,1.249047993,503.36939,65.64377459,128375.1424,0,0,0,0,-118.7283143,503.36939,0,0,0,0,60,0,7.24848782,-3.065907655,0,73.25838369,130882.4694,-46.73616735,130255.6377,-166.7192592,130932.6159,68.26219171,497.87609,-51.71517059,498.42542,-171.6925329,497.50987,73.26984284,130681.8832,0,0,0,0,68.28511002,497.87609,0,0,0,0,60,0,7.478550369,0.088967199,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.09222592,130832.3229,-46.87367722,130807.2496,-166.885417,130882.4694,68.2392734,500.98896,-51.95581286,500.80585,-171.9503639,501.53829,73.10941466,130832.3229,0,0,0,0,68.11322269,501.17207,0,0,0,0,60,0,7.413875796,0.08051644,0,65.51971659,128826.9844,-54.42901593,128689.1797,-174.4766223,128913.125,-118.7924259,506.3495483,121.2258994,507.3165894,1.216735875,507.2994385,65.54718079,128808.4766,0,0,0,0,-118.7759378,506.9847107,0,0,0,0,60,0,7.241700644,-3.066606825,0,65.51772387,128375.1424,-54.45390885,128375.1424,-174.4427303,128400.2157,-118.8772833,503.5525,121.203492,503.5525,1.168833902,503.18628,65.54637176,128375.1424,0,0,0,0,-118.8314467,503.36939,0,0,0,0,60,0,7.242647359,-3.063102477,0,73.15525128,130857.3961,-46.84502933,130230.5644,-166.8281212,130932.6159,68.16478889,497.50987,-51.80111426,498.60853,-171.8013949,497.69298,73.16671044,130681.8832,0,0,0,0,68.1877072,497.87609,0,0,0,0,60,0,7.487614919,0.088648589,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.08076677,130832.3229,-46.89086595,130807.2496,-166.9083353,130907.5427,68.21062551,501.17207,-52.01883822,500.80585,-171.9675526,501.53829,73.09222592,130857.3961,0,0,0,0,68.07884522,501.17207,0,0,0,0,60,0,7.412846291,0.080544555,0,65.50323535,128831.5391,-54.44000229,128696.1797,-174.4931103,128908.7656,-118.7814429,506.2294006,121.2204079,507.1220398,1.205749516,507.3051453,65.53069954,128811.8984,0,0,0,0,-118.7814429,506.8874512,0,0,0,0,60,0,7.242034008,-3.067673362,0,65.50053514,128375.1424,-54.46536801,128350.0691,-174.4541895,128400.2157,-118.8830129,503.36939,121.1633849,503.5525,1.134456434,503.36939,65.52918303,128375.1424,0,0,0,0,-118.8600946,503.36939,0,0,0,0,59.999,0,7.247490551,-3.064244971,0,73.13806255,130857.3961,-46.85648849,130230.5644,-166.8395804,130932.6159,68.16478889,497.87609,-51.80684384,498.60853,-171.8357723,497.69298,73.1495217,130681.8832,0,0,0,0,68.17624804,498.0592,0,0,0,0,59.999,0,7.47365569,0.088379058,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
